image_path,vegetable_label,freshness_label
E:\Dataset(蔬果）\Fresh\FreshCarrot\66_hsv_png.rf.6740afbe1ba5dc43fe98eb4353a7659f.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f626.png,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (306).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (433).jpg,11,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1694).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\matang-25-_jpeg.rf.a669ca5fc8f2001af931802c7d28a3d1.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\20231126_192223_jpg.rf.7c19c41253ada431203809028d4150a4.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r148.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_6.jpg_0_6789.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (124).png,1,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\White Mold_128.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshBanana\vertical_flip_Screen Shot 2018-06-12 at 9.59.17 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\0343.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (176).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r668.png,25,1
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (286).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\(209).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (687).png,0,0
E:\Dataset(蔬果）\Fresh\FreshApple\saltandpepper_Screen Shot 2018-06-08 at 5.03.47 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1615).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1425).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_10902_jpg.rf.c24004e50524107efdbd1f4e9a79b24f.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_15_Screen Shot 2018-06-08 at 5.22.58 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (503).jpg,23,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (732).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r478.png,13,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.51.36 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1257).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1383).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_63_jpg.rf.1b084f3fae344153a3ad452ed9a3a5f1.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1771).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f578.png,8,0
E:\Dataset(蔬果）\Rotten\RottenOrange\Screen Shot 2018-06-12 at 11.36.53 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenOrange\Screen Shot 2018-06-12 at 11.33.16 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4885).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (206).png,7,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_30_Screen-Shot-2018-06-12-at-11-28-00-PM_png.rf.3b0795596078aa167f431c8d54022361.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2827).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\frame1430.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1131).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\127_jpg.rf.8a871f48310ebdb0637c25633d97b0bb.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\vertical_flip_Screen Shot 2018-06-08 at 2.31.08 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1867).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200826_172325.jpg_0_4189.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1491).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2138).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-12 at 11.54.55 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (275).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5844).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\61_JPG_jpg.rf.d24ebebdd399a9ab0f925a9bf3964cd7.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (118).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f454.png,6,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r831.png,25,1
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.57.17 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (2195).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r064.png,23,1
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (176).jpg,0,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r189.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (866).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\18_JPG.rf.889467556e64a7818e5352a9b312e6a6.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3805).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(511).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1080).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_sedang (21).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (477).jpg,23,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200825_144655.jpg_0_8565.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6318).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f428.png,6,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r185.png,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-12-at-11-51-02-PM_png.rf.0695ae4f787ee5bfe57b2134afb3e226.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (209).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2758).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (942).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_30.jpg_0_6876.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1465).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (102).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (956).png,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\saltandpepper_Screen Shot 2018-06-12 at 9.25.28 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1270).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.31.52 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r390.png,14,1
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (35).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220525_073707.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-346_jpg.rf.f4f37228a3bc64fdb6340e3650c61e13.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r695.png,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (791).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4158.jpg_0_9624.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (224).png,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\22_jpg.rf.c04db18648ab999386b3631910d5f1f6.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (364).jpg,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3622).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f010.png,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (297).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220527_090236.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1364).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (111).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\1614548324_26-p-apelsin-na-belom-fone-33_png.rf.828cd147be2e8bb50a06016636e20b96.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f427.png,1,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r480.png,23,1
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f810.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen Shot 2018-06-13 at 12.02.45 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_75_Screen Shot 2018-06-08 at 2.45.50 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200824_182216.jpg_0_7644.jpg,16,1
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen Shot 2018-06-13 at 12.09.32 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.30.46 PM.jpg_0_1172.jpg,17,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.41.35 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (1324).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (79).png,7,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (404).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (581).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220606_094130.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4741).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (358).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-07 at 3.02.09 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\freshOrange (25).png,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\vertical_flip_Screen Shot 2018-06-12 at 9.20.14 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_10164_jpg.rf.4ba470071a56f777e1905454813646cb.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\Test_purple Disease_14.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\4_cropped_png.rf.d72beb36ec0c751816247b642e727922 - Copy.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_15_Screen Shot 2018-06-12 at 8.55.28 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\navel-orange-5012172_1280_png.rf.8f211718ae33cb4eae68c88e81384917.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4209.jpg_0_7295.jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2227).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (185).jpg,11,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (409).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\how-much-is-in-a-carrot-8_jpg.rf.35dca54820ff670292031bb6aa5a7689.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f483.png,8,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (486).png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20200725_095414.jpg_0_3546.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r064.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\images---2022-07-31T185925-002_jpg.rf.b2f1cf2e09f3f17cbf3b08c27ebc240b.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\c_r267.png,19,1
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.46.19 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.22.32 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\227_jpg.rf.d6b3bcdae2cb61710aadbb9acbe096ea.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\Screen Shot 2018-06-08 at 5.01.41 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (134).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1375).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5530).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(595).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1721).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_30_Screen Shot 2018-06-07 at 2.57.26 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (1).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (707).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\547_jpg.rf.9cbc9bc83fe0639c8997824bc398333f.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r299.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2252).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.38.46 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (552).jpg,13,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (504).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\000111_jpg.rf.4573e2a546cdcf6f511c956057969f4b.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.06.40 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\0257.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_45_Screen Shot 2018-06-12 at 9.12.11 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185201_1_jpg.rf.02dfc2d4fea4c4fe17a765474a00562a.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\freshOrange (231).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (222).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185709_jpg.rf.297aa0fb426a88a6de8f2ca78204f06f.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (74).jpg,11,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (339).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r779.png,13,1
E:\Dataset(蔬果）\Fresh\FreshBittergroud\IMG_20200822_223831.jpg_0_1873.jpg,3,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot-03-3d-model-max-obj-mtl-fbx-mdl-1-_jpg.rf.e08cf77dc9652c74db0cf4a38c54096c.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\4_GaussianBlur_png.rf.a5e8533632a0f5c9af3926994bc9e639.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (542).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (505).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r019.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3308).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220526_090511.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_45_Screen-Shot-2018-06-12-at-11-19-08-PM_png.rf.e1ca096500970961ae3e05393aa92ed2.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200826_172333.jpg_0_7383.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4857).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r435.png,23,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (377).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\saltandpepper_Screen Shot 2018-06-08 at 5.28.38 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-07 at 2.59.09 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6492).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (556).jpg,22,1
E:\Dataset(蔬果）\Fresh\FreshBanana\Screen Shot 2018-06-12 at 9.46.24 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3111).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (26).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (734).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (429).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenBanana\vertical_flip_Screen Shot 2018-06-12 at 9.17.05 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5590).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_75_Screen Shot 2018-06-12 at 8.55.53 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (39).png,22,1
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (740).png,0,0
E:\Dataset(蔬果）\Rotten\RottenCucumber\c_r080.png,19,1
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_5664_jpg.rf.55ba3be65d32de6d97da7b1a1403c7b0.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (316).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4157.jpg_0_2395.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r406.png,23,1
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (78).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-08 at 2.28.07 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (138).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshPotato\p_f522.png,10,0
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (300).jpg,10,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_75_Screen Shot 2018-06-12 at 9.05.08 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (1).jpg,0,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_30_Screen Shot 2018-06-12 at 11.27.12 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (410).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-07 at 3.05.05 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (590).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (734).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r147.png,23,1
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.13.48 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (4293).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshApple\freshApple (177).jpg,0,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r496.png,23,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (560).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat sedang (124).jpeg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\translation_Screen Shot 2018-06-13 at 12.09.05 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185514_jpg.rf.2c2ea405e20c5423b58f2fdf4dc5f574.jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (93).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4114.jpg_0_925.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (392).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen-Shot-2018-06-13-at-12-05-46-AM_png.rf.171fbad3e55935bb7eb4def5104901f2.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (516).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (696).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1052).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Carrot test_21_salt.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f470.png,8,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_60_Screen Shot 2018-06-12 at 8.48.46 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (706).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5038).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (676).png,22,1
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (153).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f806.png,1,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (372).jpg,22,1
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (266).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (666).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.24.17 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\Orange_Shutterstock_600x600-600x600_jpeg.rf.524b64b0f154093671df6d9fa6428cfe.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (446).JPG,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\translation_Screen Shot 2018-06-12 at 11.32.17 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f030.png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5995).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Productos-Naranja-Sunrisefruitscompany_jpg.rf.9c984663297900fe7ddcbce1264f66c7.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (2162).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.36 PM.jpeg_0_3094.jpg,17,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_60_Screen Shot 2018-06-12 at 9.08.00 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\1009_jpg.rf.e0be9cf5147a833861b386efc5dba7bc.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\freshCarrot (418).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.23.46 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenTomato\Copy of IMG_20200801_191339.jpg_0_1002.jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_184702_jpg.rf.26b157b91d3cbc8923e728ed2ed807eb.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.04.08 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-61_jpg.rf.1c86bf94e6da913d79731c49614787f4.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f221.png,6,0
E:\Dataset(蔬果）\Fresh\FreshOrange\n07749192_4313_jpg.rf.949391aa9cf4ea9a86cc3fcec332651a.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (296).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220524_081506.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\vertical_flip_Screen Shot 2018-06-08 at 2.35.25 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\translation_Screen Shot 2018-06-08 at 2.31.23 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshApple\a_f549.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (140).png,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\saltandpepper_Screen Shot 2018-06-08 at 5.12.47 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\how-much-is-in-a-carrot-8_jpg.rf.d879feb7e630df95a0452933bba73b7e.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6241).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (417).jpg,11,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4113.jpg_0_9358.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_192129_jpg.rf.f883c145f4327fe7bdc03ff392c563a8.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (292).jpg,20,1
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-07 at 2.37.11 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (6390).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r088.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\33_JPG.rf.73d5f585d143ec34d34e7d634adb3d63.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2958).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 8.52.48 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3441).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\car_91_png.rf.6c00cf3b2a38b522198399104cb8643a.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (439).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (511).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.23.02 PM.png,13,1
